product_name,price,rating,promo,sold,seller,location,link_image
"Laptop Gaming, Render Asus Rog X550JX Core i7 (8/128) Vga Geforce GTX 950M, FHD",Rp4.000.000,no rating,-,-,CNT Computer,Kab. Deli Serdang,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/6/29/70c07156-1d05-4c8e-8875-f606c1cf3dba.jpg
HP Pavilion Gaming 15 Core i7 10750H Nvidia GTX 1650 4GB Laptop Gaming Second Murah,Rp8.250.000,no rating,-,-,Tokoplaza Laptop,Depok,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/5/22/28b90906-c93b-4de8-a851-9f666953ad3b.jpg
LAPTOP GAMING & DESIGN DELL CORE i7 GEN 7 RAM 16GB SSD 256GB DUAL VGA,Rp5.100.000,no rating,-,-,MILENIAL TECH,Bogor,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/12/5/5c74b9a4-71e7-4ccb-a29a-f6d530180bac.jpg
Laptop Gaming Asus ROG G56JK Core i7 4710HQ Nvidia GTX 850M 4GB Slim Mulus,Rp4.300.000,no rating,-,-,Ysmail Shop,Kab. Sumedang,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/5/4/dbc4c501-4c17-4f87-a5e4-ab489dc24886.jpg
"Laptop Ultrabook Gen 11 J4105 14.1 Inci RAM DDR4 8GB + SSD 256/512GB - SILVER DDR 4, 8+256G M.2 SSD",Rp3.600.500,5.0,Diskon 100rb,11 terjual,MengmaStore,Jakarta Utara,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/10/11/3c745e6f-d78d-4ceb-8bca-c756bb69dcf5.jpg
"Intel NUC Laptop Ci7-1165G7 RAM 16GB NVME 1TB 14"" Touchscreen W11 HOME",Rp11.799.000,5.0,-,2 terjual,WPG OFFICIAL,Jakarta Pusat,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/9/7/9c639757-f6a9-413c-82d1-b63bf61b6675.png
Lenovo V14 G4 i5-13420H 512GB SSD 8GB FHD IPS Win11+OHS,Rp8.999.000Rp10.599.000,5.0,"Diskon 449,95rb",40+ terjual,Lenovo Authorized Tangerang,Tangerang,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/8/1/a6ef20bc-5442-4936-a6fe-18db5ef4b833.jpg
"MSI GAMING THIN 15 B12VE 9S7-16R831-2404 GREY CORE i7-12650H RTX4050 8GB 512GB W11 TANPA OHS 2021 - NON BUNDLE, TETAP 8GB",Rp13.398.000,no rating,-,-,Intel Powered Store Surabaya by ExpoComp,Surabaya,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/9/6/0377a7a9-9ce0-4c7e-804a-4376028e97c0.jpg
Intel GEN 7 Touchscreen Laptop 2 in 1 FHD Windows Tablet for Students - RAM8GB/SSD256GB,Rp3.590.000Rp3.890.000,4.8,-,17 terjual,Intel Official Toko,Kab. Tangerang,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/4/12/da397651-8ad5-4b6b-84a6-ef438049c985.jpg
laptop gaming hp omen intel core i7-6700HQ GTX 960M ram 16/256/HDD 1tb,Rp5.300.000,no rating,-,-,P COMP STORE,Bandung,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/3/12/c7a95536-ab8f-446e-9316-d5d991676412.jpg
"GAMING - Laptop Lenovo Legion i7 RTX Black 🤩
Processor Intel Core i7 ",Rp14.800.000,no rating,-,-,LAPTOPMURAHBERKUALITAS_IDN,Makassar,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/9/11/f7958d7e-655e-49d4-92ce-1eb53f035204.jpg
Laptop Gaming Axioo Mybook Pongo 725 Core i7 - Ram 16GB - RTX 2050 4GB,Rp11.900.000,no rating,-,-,BitracomBalikpapan,Balikpapan,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/8/28/fd3d80e6-cb8c-4a99-9739-c07a4fbdbf0e.png
Laptop Gaming / Editing / Rendering Lenovo ThinkPad T430 Core i7 Mulus,Rp1.550.000,5.0,-,2 terjual,ASIATech.,Bandung,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/3/7/c9dcadd5-7aef-44a7-8697-9ad8eb1ada36.png
OneNetbook Onemix 5 One Mix 5 Laptop mini Gaming Core i7-1250U Win11,Rp24.299.000,5.0,-,2 terjual,Stone Edge,Tangerang,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/10/5/ae32f806-45cc-4215-9f58-b112a51bbea1.png
"LAPTOP GAMING MURAH ROG STRIX G512LI CORE i7 GEN 10 RAM 8/512GB SSD GTX 1650Ti 4GB LAYAR 15,6"" WIN 11 MULUS & BERGARANSI",Rp9.880.000,no rating,-,-,MINORUU Store,Surakarta,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/9/12/3c93648f-61bd-4ef1-a1b0-d4bd2c9149e2.jpg
Laptop Asus Tuf Gaming F15 FX507ZE Core I7-12700H 8/512GB RTX3050 Ti,Rp11.850.000,no rating,-,-,service center laptop bandung,Bandung,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/7/4/d928c2b6-829b-4c07-901f-49eca6161510.jpg
"Laptop Gaming LENOVO LEGION 5 Fullset Garansi - Intel Core i7 12700H RTX 3050Ti 15,6inch 165Hz IPS FHD 1080p RAM 16GB SSD 512GB Win 11 Ori",Rp14.499.000,no rating,-,-,@laptopsecond.bdg,Bandung,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/5/23/93b339cc-12db-4e35-84d3-2af3d6637c2a.jpg
LAPTOP GAMING & RENDERING LENOVO LEGION Y530-81FV CORE i7 GEN 8 RAM 16GB SSD 256GB HDD 1TB DUAL VGA,Rp7.499.900,no rating,-,-,AuraStore84,Batam,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/6/19/47973326-c690-4fcb-9996-6c0fd8d1fa5f.jpg
Laptop Gaming MSI Dominator Ram 24Gb Core i7 SSD+SSD  Dual Vga Nvidia ,Rp8.500.000,no rating,-,-,MasterLaptopComputer,Tangerang Selatan,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/11/25/02933e38-7a55-4bc6-81f7-4448647d7e2d.jpg
"MSI GAMING THIN 15 B12UC 9S7-16R831-2405 GREY CORE i7-12650H RTX3050 8GB 512GB WIN 11 - NON BUNDLE, TETAP 8GB",Rp11.712.000,no rating,-,-,Intel Powered Store Surabaya by ExpoComp,Surabaya,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/9/6/499a85ff-b64d-480c-9705-a1f17bbb80b8.jpg
"Laptop Baru Hp 14 intel core i7  1355u (Gen 13) 12Cpus up to 5,00 GHz Ram 16/1TB SSD Silver",Rp10.800.000Rp11.800.000,no rating,-,1 terjual,LH Shop,Jakarta Pusat,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/8/8/42590978-fbd3-4f89-9a14-6343a11b79b5.jpg
"LENOVO GAMING LEGION 7 16IRX9 07ID BLACK CORE I7-14700HX RTX4060 16GB 1TB W11+OHS2021 - NON BUNDLE, TETAP 16GB",Rp28.934.000,no rating,-,1 terjual,Lenovo Legion Store Surabaya,Surabaya,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/8/1/75b7bd77-8a81-4751-8321-1cba3a0354ae.jpg
Lenovo LOQ Gaming Ryzen 7 7435HS RTX4060 512GB SSD 12GB 144Hz 100%sRGB Win11+OHS,Rp17.499.000Rp19.499.000,no rating,"Diskon 874,95rb",-,Lenovo Authorized Tangerang,Tangerang,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/8/1/855781d2-8ee6-41c4-878c-0c48b432f9bc.jpg
Laptop Murah Baru Original 10 Inch Windows 10 Tablet PC IPS Layar Sentuh Notebook - RAM2GB/ROM 32GB,Rp1.590.000Rp2.050.000,4.9,-,29 terjual,Intel Official Toko,Kab. Tangerang,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/6/27/ca4fb781-02f1-41fd-b781-ca98d58bc858.jpg
Laptop Gaming dan desain Fujitsu lifebook - core i7 - Dual Vga Nvidia,Rp3.650.000,5.0,-,3 terjual,computerindo store,Kab. Jepara,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/3/24/ff394e74-362e-4ce8-a789-344c337f2c20.jpg
Laptop Gaming Editing Asus Vivobook A412FL Intel Core i7 Ram 8/512Gb,Rp8.150.000,no rating,-,-,R-07Store,Bandung,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/8/24/0fb318a9-134c-421c-9322-bb7fc455acea.jpg
LAPTOP GAMING MSI GF75 CORE I7 GEN10 LIMITED EDITION 17 INC,Rp12.390.000,no rating,-,-,UD Part Laptop,Jakarta Timur,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/11/10/610f23e3-6c9b-4bd1-8761-4d1de2d661d9.jpg
laptop asus tuf gaming FX504 core i7 gen 8 kondisi mati total lcd rusak unit only buat kanibalan sesuai poto  no ram no hdd kondisi casing seperti poto no retur no komplain,Rp980.000,5.0,-,1 terjual,universal_laptop,Jakarta Pusat,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/8/24/ed966ecb-f6e7-4397-8b25-e5a703bd0791.jpg
Laptop Gaming HP OMEN 16 Gen 13TH Intel Core i7 13700HX RAM 64GB DDR5 2TB SSD RTX4070-8GB 240HZ RGB Windows 11 Original,Rp23.449.000,no rating,Diskon 100rb,-,Global Laptop ID,Kab. Tangerang,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/7/27/fb006027-e049-478d-b128-f2d853d42296.jpg
Laptop Gaming Asus ROG GL503GE Core i7 Ram 16gb Ssd 1Tera Dual VGA Nvidia Siap Pakai COD Murah,Rp9.500.000,5.0,-,1 terjual,MasterLaptopComputer,Tangerang Selatan,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/6/13/6d8c22ce-ace5-4e62-b3e3-86b94c9ca3ef.jpg
MSI KATANA 15 B13VGK-1887ID RTX4070 Intel Core i7 13620H 1TB SSD 16GB RAM Gaming Notebook / Laptop,Rp21.799.000,no rating,-,-,GASOL DINOYO,Malang,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/8/27/57f0d0db-22aa-467e-8342-099a8cc000cf.jpg
Laptop Gaming Lenovo Legion Y530-81FV Core i7-8750 Ram 8gb/ssd 512gb,Rp8.700.000,no rating,-,-,Laptop Master,Tangerang Selatan,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/7/2/1aabd0c9-aa30-41fe-941d-7ef790e649ef.jpg
LAPTOP GAMING MSI GE73 RAIDER RGB 8RE 16GB CORE i7,Rp15.000.000,no rating,-,-,jarvisindiagabenar,Kab. Sidoarjo,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/6/26/7a27309f-3f1d-4006-b40d-271eec247484.jpg
LAPTOP TUF GAMING F15 CORE I7-11600H RAM 16 GB SSD 512 GB RTX 3050 4GB,Rp12.800.000,no rating,-,-,Al Fatih Computer Store,Bogor,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/2/20/c6a9e188-9e45-42a8-974c-5c27c8814aa0.jpg
Laptop Gaming HP VICTUS 15-FA0008TX core i7-12700H,Rp16.500.000,no rating,-,-,8Satu Computer Samarinda,Samarinda,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/12/21/7d366d97-7294-4dbe-a740-edea9ca79a12.jpg
SOLD-LAPTOP MONSTER GAMING ASUS ROG G752VY Core i7 With VGA GTX 980 8G,Rp15.000.000,no rating,-,-,TAJIRUN T3CH SHOP,Kab. Sukoharjo,https://images.tokopedia.net/img/cache/200-square/product-1/2019/9/7/1334072/1334072_37c6b11a-7133-47dc-829f-4ab18373b287_1152_1152.jpg
Laptop Gaming Asus FX553VD Intel Core i7-7700HQ 8/256gb GTX 1050,Rp5.699.000,no rating,-,-,Dilagadotstore,Bandung,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/2/11/04637738-5f28-4142-8adf-afa02828b792.jpg
Laptop Gaming Asus X550JX INTEL CORE I7-4720HQ 8/256/500GB GTX 930M,Rp4.000.000,no rating,Cashback 100rb,-,Sri Laptop BDG,Bandung,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/8/2/f26222f4-2dca-4f53-9890-b79e91f0ee8d.jpg
Laptop Gaming Asus ROG GL503G Core i7 RAM 16GB SSD Fulset Garansi,Rp13.500.000,no rating,-,-,RS Comp,Bandar Lampung,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2020/10/1/8de0f724-d3c3-4793-9f59-e10edb925027.jpg
LAPTOP GAMING MSI PL60 7RD BNOB CORE I7 NVIDIA GTX 1050 RAM 8GB NEW,Rp11.500.000,no rating,-,-,KW Premium Shoes,Jakarta Barat,https://images.tokopedia.net/img/cache/200-square/product-1/2018/12/16/4150226/4150226_a885720e-b4c8-4788-8477-d4b22c7a20a9_700_393.jpg
Laptop Moster Gaming HP OMEN 16-B0064TX Core i7-11800H Nvidia RTX 3060,Rp17.500.000,5.0,-,1 terjual,Planet laptop bandung,Bandung,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/7/20/46d45b78-829e-4592-9b3b-a18ce11fb57f.jpg
LAPTOP ALIENWARE 14 GAMING DESIGN & RENDERING FULLSET BOX CORE i7 GEN 4 RAM 8GB SSD 240GB HDD 1TB DUAL VGA,Rp4.999.900,no rating,-,-,AuraStore84,Batam,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/6/14/caef104f-bf1b-4b76-bcf4-62186d36a40e.jpg
LAPTOP GAMING DAN EDITING HP ZBOOK POWER G9 CORE i7 GEN 12th RAM 32GB SSD 512GB,Rp14.000.000,no rating,-,-,SEPTIAN_ST0RE,Batam,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/4/24/090b05b9-6d42-4af9-af39-b811a17c1944.jpg
Laptop Asus TUF Gaming FX705 Intel Core i7 Ram 16/512gb+1Tb Gtx 1050,Rp7.850.000,no rating,-,-,R-07Store,Bandung,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/3/18/9e510f1a-5bdc-441c-a0d7-6cd8ce204dd7.jpg
MSI THIN 15 B12VE 2292ID RTX4050 Intel Core i7-12650H 512GB SSD 8GB RAM Notebook Laptop Gaming,Rp13.359.000,no rating,Cashback 10rb,-,GASOL LAPTOP,Malang,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/8/1/829ad685-960f-42c5-9ff6-246003dafef4.jpg
Laptop Gaming Dell G7 7590 core i7 gen9 ram 16 ssd 256 RTX 2080,Rp15.990.000,no rating,-,-,Kedai Tito,Jakarta Utara,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/2/9/2c022e31-1656-4758-b5fb-6f8f187fdbb1.jpg
Laptop Asus TUF Gaming FX504GD Core i7 NVIDIA GFORCE GTX1050,Rp10.000.000,no rating,-,-,RAJASUPLEMENT,Balikpapan,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/1/3/5e77c0d8-c146-455c-b900-69af9729da5a.jpg
laptop gaming msi gl62 core i7-7700HQ Nvidia GTX 1050 Ram 16gb/SSD 256,Rp6.350.000,no rating,-,-,P COMP STORE,Bandung,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/5/3/e718f8fe-6b18-4fe8-a531-a80f9d3131cb.jpg
Laptop Gaming Lenovo LOQ 15IRX9/Core i7-13650HX/12GB/512GB SSD/RTX4050 6GB/15.6″ FHD 144Hz/W11+OHS,Rp19.687.500,no rating,-,-,Bintang Jaya Komputer Samarinda,Samarinda,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/7/10/af73069e-d8e0-4e7a-aa5c-41eb015437a8.jpg
Laptop Gaming HP Elitebook HP 840 G3 Core i5 / i7 Ram 32gb Ssd 512gb,Rp2.400.000Rp3.000.000,5.0,Cashback 49rb,12 terjual,Gitech Laptop,Bandung,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/3/25/ed2a250e-24a2-46fa-96c9-f95d1da3440b.png
Asus ROG FX504GD TUF Gaming Laptop i7 w/ 12-Core + GDDR5X 1050,Rp8.999.000,5.0,-,20 terjual,GanDante's Store,Bandung,https://images.tokopedia.net/img/cache/200-square/product-1/2019/4/29/3431641/3431641_3fb99831-e1f1-4031-8ea7-02989bdfc524_2048_1536.jpg
LENOVO LEGION PRO 5 16IAH7H RHID RTX3070Ti 8GB Intel Core i7-12700H 1TB SSD 16GB RAM Gaming Notebook Laptop,Rp24.325.000,no rating,-,-,Galaxy Solusindo,Malang,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/5/13/49518325-0a5f-4270-8d5d-eb31c736be27.jpg
Laptop Gaming Design HP ENVY 15 Core i7 4700MQ NVIDIA GT 740M Ram 8GB SSD 128 MULUS,Rp2.600.000,no rating,-,-,ThinkpadPD,Jakarta Timur,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/6/11/df5c70bd-5b4c-4f06-b44c-46bc7c621fe9.jpg
"Laptop HP Spectre X360 13-af078TU, (Touchscreen), Core i7 - 8550U, Ram 16/ SSD 512Gb Gaming Ngebut, Slim, Black List Gold",Rp7.900.000,no rating,-,1 terjual,BURSA_LAPTOP_EFEK,Jakarta Barat,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/6/6/111d6ebb-5f1f-4482-bc1f-77347027a1d9.jpg
MSI GL62MVR 7RFX Core i7 Gen 7 SSD VGA Nvidia GTX 1060 Laptop Gaming,Rp8.950.000,5.0,-,1 terjual,Tokoplaza Laptop,Depok,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/10/25/08acaf80-1305-474f-8e1a-4f7e035a9a05.jpg
Laptop Gaming Dell Alienware M15 R2 Core i7 Gen 9th RTX 2070 8GB,Rp23.500.000,no rating,-,-,quickstar320,Bandung,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/7/10/e207d6f1-f50e-4b67-badc-f3651fe018b0.jpg
HP VICTUS 16 R1209TX RTX4060 Intel Core i7-14650HX 512GB SSD 16GB RAM Notebook Laptop Gaming,Rp22.399.000,no rating,-,-,GASOL SUMBERSARI,Malang,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/8/30/096f1bb2-c9f0-49d6-892d-c6ff1fd90520.jpg
Laptop Gaming MSI LEOPARD GL65 9SDK-232ID / Core i7-9750H / Ram 8Gb / SSD 512Gb Dualvga GTX 1660Ti 6Gb + UHD Graphic 630 Full RGB Fullset,Rp11.600.000,no rating,-,-,kajoedstore17,Jakarta Barat,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/6/2/e483b3d0-ddce-43c7-93d0-19da076940e7.jpg
MSI THIN 15 B13UCX 2408ID RTX2050 Intel Core i7-13620H 512GB SSD 8GB RAM Notebook Laptop Gaming,Rp11.899.000,no rating,-,-,GASOL,Malang,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/8/19/58ab5fe6-4af2-47e4-9a17-a917f1be5cfa.jpg
Lenovo Thinkpad T495 AMD Ryzen 5 Pro 3500U Vega 8 RAM 32GB 1TB SSD,Rp4.400.000,4.9,-,90+ terjual,FoxComp,Jakarta Pusat,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/6/14/b3992975-30ef-4d69-b944-2addf6c8ea96.jpg
"SUPER DISKON..!! LAPTOP DELL LATITUDE 4300 CORE 2 DUO RAM 4 SSD 128GB - 2GB, HDD 160GB",Rp1.350.000,5.0,-,2 terjual,FAMILY GAME,Jakarta Barat,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/6/17/32e71dda-d9aa-4e79-9bcd-ebeca219b5b2.jpg
Lenovo IdeaPad Slim 3 14IRH8 Core i7-13620H 16GB 512GB SSD W11+OHS - FREE CORKCICLE,Rp11.080.000Rp13.000.000,no rating,Diskon 554rb,-,Gimu Gimu Store,Jakarta Utara,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/9/10/7e04dac2-e401-4683-a4d3-a3af9ceebead.png
"MSI Gaming Thin 15 Core i7 13620H RTX3050 16GB 512GB W11 15.6FHD 144Hz - Non Bundling, 8gb",Rp12.749.000Rp15.799.000,5.0,"Diskon 637,45rb",3 terjual,Top Tech,Jakarta Utara,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/8/9/34dea3ee-ea19-4204-92a8-1b14eeac9338.jpg
laptop MacBook pro 15 MD103 core i7 ram 16gb dual vga nvidia ssd 512gb - Ram 8gb/Ssd 256,Rp4.250.000,5.0,-,3 terjual,computerindo store,Kab. Jepara,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/4/4/82db8cb1-0a43-48a7-a610-87f226aef772.jpg
